749	56000
515	56001
325	56002
980	56003
405	56004
499	56005
738	56006
744	56007
966	56153
320	56309
340	56279
253	56870
746	56334
326	56333
510	56412
697	56793
473	56822
726	56460
152	56245
139	56668
412	56298
834	56843
345	56563
981	56064
158	56768
618	56635
527	56336
229	56407
190	56883
841	56693
461	56618
121	56384
154	56297
866	56033
105	56356
906	56413
933	56757
562	56135
546	56363
290	56265
120	56876
786	56408
955	56816
589	56054
657	56862
913	56353
918	56084
102	56015
651	56880
805	56459
552	56221
732	56335
849	56691
172	56722
588	56382
316	56278
880	56569
266	56725
126	56136
591	56414
496	56565
315	56624
652	56840
520	56295
912	56704
943	56626
783	56223
941	56322
409	56579
586	56884
508	56166
989	56891
307	56397
260	56800
199	56786
418	56499
147	56164
684	56009
395	56802
685	56844
507	56287
736	56775
223	56069
312	56380
524	56092
282	56501
605	56179
476	56604
990	56889
760	56587
569	56442
592	56163
601	56824
568	56093
554	56885
236	56784
578	56057
310	56792
291	56233
479	56222
718	56205
988	56791
879	56527
237	56663
518	56301
626	56795
110	56439
767	56476
761	56785
385	56720
742	56282
587	56303
869	56774
733	56389
642	56717
119	56853
399	56388
857	56203
559	56066
349	56887
384	56444
278	56381
321	56228
140	56262
106	56216
997	56247
528	56165
437	56672
948	56780
490	56545
523	56458
513	56318
262	56451
334	56522
390	56812
940	56010
735	56570
155	56610
775	56047
440	56832
511	56866
159	56869
363	56224
398	56539
974	56654
904	56375
434	56368
825	56874
704	56107
275	56226
258	56486
671	56789
457	56667
815	56497
232	56696
196	56331
397	56740
993	56035
358	56256
969	56741
464	56683
942	56106
136	56232
536	56533
394	56070
374	56354
235	56747
317	56767
553	56559
227	56803
467	56313
660	56681
930	56788
219	56351
272	56814
328	56492
681	56269
655	56230
584	56258
248	56101
288	56839
743	56805
634	56416
348	56081
741	56896
279	56617
209	56825
915	56847
853	56685
538	56289
187	56032
628	56249
812	56195
625	56676
878	56075
816	56752
654	56398
388	56369
639	56074
247	56199
796	56405
208	56188
477	56484
670	56797
149	56167
480	56285
764	56754
923	56863
823	56715
909	56719
737	56836
900	56168
687	56430
648	56873
779	56291
683	56184
222	56171
287	56894
846	56632
361	56678
368	56628
218	56759
424	56503
757	56403
487	56198
484	56507
332	56162
864	56854
790	56899
277	56326
700	56811
468	56506
509	56820
703	56173
560	56472
356	56234
731	56590
264	56555
492	56769
982	56304
690	56123
215	56420
667	56200
858	56673
773	56727
488	56677
421	56040
514	56556
205	56856
347	56737
470	56591
463	56127
420	56437
373	56094
861	56595
454	56225
692	56544
921	56038
271	56428
195	56338
309	56637
893	56274
959	56096
150	56024
283	56119
675	56281
411	56116
673	56714
360	56342
176	56882
865	56014
301	56614
425	56650
308	56329
710	56227
929	56515
431	56299
868	56036
143	56293
698	56877
908	56022
216	56294
430	56429
686	56328
798	56058
111	56031
446	56296
962	56345
500	56818
362	56104
922	56582
532	56493
217	56305
581	56042
269	56827
840	56254
117	56599
251	56709
985	56263
427	56083
129	56495
450	56088
212	56401
558	56578
255	56695
292	56277
897	56872
233	56567
522	56867
485	56217
561	56723
774	56841
540	56138
776	56756
393	56552
575	56744
535	56404
436	56402
919	56013
493	56126
410	56077
872	56736
534	56828
284	56350
963	56246
956	56176
203	56125
545	56248
939	56596
318	56214
181	56100
302	56394
979	56517
637	56770
851	56392
619	56455
891	56097
803	56129
765	56445
874	56415
489	56145
594	56174
512	56377
144	56454
789	56317
752	56716
705	56271
194	56846
525	56465
949	56670
246	56154
366	56895
104	56357
240	56453
306	56159
828	56191
281	56327
344	56146
341	56796
650	56361
666	56130
889	56778
668	56452
148	56657
564	56390
442	56137
899	56537
596	56383
483	56855
311	56365
381	56865
192	56643
772	56581
380	56447
400	56480
404	56467
946	56584
324	56457
845	56554
653	56311
863	56765
965	56427
925	56082
759	56253
193	56008
695	56229
531	56349
439	56018
951	56332
116	56564
723	56483
162	56679
165	56071
645	56251
953	56180
748	56746
323	56113
620	56243
429	56110
179	56603
722	56471
999	56620
206	56102
441	56809
932	56319
166	56364
971	56890
647	56549
377	56466
370	56652
482	56448
505	56393
802	56418
466	56734
113	56505
335	56379
622	56323
691	56352
458	56286
827	56892
583	56646
702	56034
920	56374
123	56417
449	56341
517	56056
631	56573
336	56707
133	56316
713	56175
174	56761
230	56852
829	56516
768	56395
606	56729
987	56422
824	56260
107	56799
751	56502
491	56718
455	56072
313	56172
813	56875
495	56358
852	56340
567	56606
168	56500
892	56829
177	56633
725	56528
875	56762
734	56178
644	56526
887	56700
629	56656
961	56658
337	56687
755	56128
164	56307
898	56644
927	56706
724	56210
109	56158
432	56039
630	56666
574	56524
833	56197
249	56651
766	56523
658	56664
885	56314
541	56302
604	56348
263	56143
756	56435
905	56209
413	56373
599	56660
859	56680
635	56743
907	56089
556	56061
238	56521
415	56879
590	56609
184	56831
228	56275
565	56830
494	56764
145	56532
204	56494
860	56046
100	56103
640	56684
998	56482
716	56325
807	56787
163	56558
788	56619
445	56519
995	56616
881	56675
947	56086
809	56690
729	56742
252	56190
607	56212
877	56572
603	56721
967	56436
890	56347
530	56794
451	56682
693	56261
814	56181
286	56029
375	56133
378	56183
896	56211
169	56406
970	56346
433	56330
501	56051
888	56615
134	56477
241	56638
549	56613
614	56310
958	56893
200	56446
747	56705
661	56027
338	56257
800	56694
854	56300
322	56514
387	56062
422	56868
610	56546
688	56631
537	56098
386	56025
435	56090
708	56586
810	56518
295	56857
924	56703
294	56608
167	56751
791	56781
641	56838
555	56387
777	56612
379	56763
826	56078
782	56186
830	56372
817	56851
617	56011
855	56449
754	56688
902	56139
359	56601
178	56276
419	56213
474	56639
456	56842
944	56790
769	56542
613	56468
416	56267
753	56244
935	56292
839	56016
577	56562
662	56731
957	56421
188	56671
763	56219
257	56424
402	56462
452	56288
977	56490
721	56848
593	56339
615	56169
243	56508
533	56738
364	56423
696	56362
112	56669
808	56530
182	56733
244	56766
351	56073
600	56543
529	56268
598	56607
207	56456
389	56012
171	56583
303	56561
481	56312
968	56399
582	56396
300	56151
367	56511
239	56266
663	56648
954	56772
414	56343
672	56807
267	56111
135	56550
579	56185
936	56068
130	56711
627	56142
352	56692
256	56425
701	56888
198	56059
170	56547
795	56461
101	56220
679	56231
156	56473
871	56655
883	56105
850	56189
497	56431
570	56602
633	56065
837	56140
469	56063
876	56498
443	56712
973	56017
189	56487
151	56264
585	56306
371	56538
706	56577
407	56541
503	56478
992	56426
224	56491
952	56320
694	56091
623	56409
353	56044
910	56760
699	56730
991	56773
299	56052
984	56641
831	56594
245	56835
280	56588
739	56860
478	56813
787	56433
778	56630
563	56378
268	56566
811	56120
616	56290
543	56376
580	56645
677	56571
127	56259
293	56776
406	56509
365	56640
797	56580
901	56777
903	56535
972	56321
304	56208
357	56117
453	56674
609	56801
867	56732
330	56771
674	56534
403	56575
333	56864
376	56273
785	56574
327	56076
396	56177
471	56194
462	56611
595	56170
261	56724
539	56529
289	56649
157	56560
602	56750
153	56481
636	56593
544	56156
882	56701
211	56464
296	56255
781	56689
319	56850
819	56708
656	56023
793	56605
926	56344
576	56196
369	56653
142	56419
504	56748
844	56662
916	56531
730	56783
712	56157
873	56728
343	56030
472	56485
146	56187
945	56315
711	56450
392	56215
780	56798
285	56469
689	56755
506	56821
254	56553
794	56758
542	56360
611	56557
714	56474
447	56897
103	56367
185	56463
250	56881
